ck3_county,eu5_locations
"c_sikasso","afikpo|arochukwu|awka_etiti|bana|ikom|korup_jungle|kumba"
"c_silla","silla"
"c_silves","silves|ourique|lagos"
"c_simaramapura","bettiah|makwanpur|mehsi|ramnagar_bihar|sheohar|simraungadh"
"c_simenas","erimo_cape|north_western_pacific6|shinodai_cape|shirepa_cape|shiriya_cape|tokachi_coast|uchiura_bay"
"c_simhapura","simhapura"
"c_sinai","faran|connector_egypt14|connector_egypt15|el_jundi|el_tor|nuweiba|saint_katrine|sinai_desert"
"c_sinjar","sinjar"
"c_sinope","bafra|boyabat|gerze|samsun|sinop"
"c_sir_faesyfed","brecknock|brecon_beacons|builth|cambrian_mountains|radnor"
"c_siracusa","caltagirone"
"c_siraya","siraya"
"c_sirhan","abu_qasr|al_harrah|an_nasifah|basithah|bir_fajr|bir_fajr_basithah_corridor|kaf|qurayyat_al_milh|syrian_desert1"
"c_sirjan","sirjan|arzu|hajjiabad|khabr|qatruyeh|saadatabad|soghan"
"c_sittaung","sittaung"
"c_sitti","arabi|awbare|dakkar|dire_dawa|harar|jeldesa"
"c_siun","menzelinsk"
"c_siwa","siwa"
"c_siwistan","dubbi|ghotki|islamgarh|kandiaro|kot_lalu|manchar_lake|mansura|moro_sindh|rajabar|rohri|sehwan"
"c_siyuan","guanyang|liupu|nanling2|qingxiang|xiyan|lechang|mengli|nanling4|qujiang|renhua|ruyuan"
"c_sizhou","hongxian|linhuai|tianchang|wuhe|xuyi|wuchuan|fuchuan"
"c_sizhou_2","linhuai|xucheng"
"c_sjaelland","roskilde|slagelse"
"c_sjeltie","anundsjo|grundsunda|harnosand|ramsele|sjalevad|solatunum"
"c_skane","lund|helsingborg"
"c_skara","skara"
"c_skardu","skardu"
"c_skolt","enare|enare_trask|ivalo|kemijarvi|korvala|lapland_taiga1|muojarvi|north_skanderna|oulujarvi|salla|savukoski|sodankyla|utsjoki|yli_kitka"
"c_skopje","skopje|tetovo|veles|kicevo|prilep|bitola|florina|lake_ohrid|lake_prespa|ohrid|pindus_mountains1|pindus_mountains2|pindus_mountains3|pindus_mountains4|pindus_mountains8"
"c_slesvig","slesvig|amrum_island_wasteland|eckernforde|flensburg|husum|aabenraa"
"c_slupsk","slupsk|koszalin|bytow"
"c_slutsk","slutsk|hlusk|starobin|staryya_darohi|zhytkavichy"
"c_smolensk","smolensk|belik|berezhnyany|dukhovshchina|krasny|yelnya|vyazma|izdeshkovo|khlepen|kholm_zhirkovsky|sychyovka"
"c_sobrarbe","ainsa"
"c_sochur","bolshoy_uluy|itatsky|kazachinskoye|makovskoe|tyukhtet"
"c_socotra","abdalkuri_island|dhufar|hadibu|khalfut|mirbat|qishn|qulensya|raysut"
"c_sodermannaland","hjalmaren_lake|kolmarden|malaren|nykoping|oppunda|sodertalje|strangnas"
"c_sog","biru"
"c_sogn","aurland|eid|jotunheim|laerdal|norway_wasteland_c|sogndal|stryn|sunnfjord|vik|hof"
"c_sokode","sokode"
"c_sokoto","sokoto|dutsi|anka|zuru"
"c_soldin","chojna|gorzow|santok|soltyn|torzym"
"c_soli","soli"
"c_solimana","bandafassi|gueme_sangan|konkoure|labe|timbo|tuba"
"c_sombio","enare|enare_trask|ivalo|kemijarvi|korvala|lapland_taiga1|muojarvi|north_skanderna|oulujarvi|salla|savukoski|sodankyla|utsjoki|yli_kitka"
"c_somerset","bath|minehead|portishead|taunton|wells"
"c_somnath","somnath"
"c_somogy","csurgo|kaposvar|lake_balaton|segesd|somogyvar"
"c_sonda","sonda"
"c_songuu_aallar","abakasnk|beya|idrinskoye|minusinsk|shushenskoye"
"c_songzhou","songzhou|funiushan1|luanchuan|lushi|songzhou_songzhou|yique|yiyang_songzhou|zhuyang|yucheng|xiayi|xiangyi"
"c_sopron","sopron|gyor|kapuvar|lake_neusiedl|magyarovar"
"c_soria","soria|agreda|almazan|arnedo|berlanga|burgo_de_osma|calahorra|calatanazor|medinaceli|urbion_peaks"
"c_soroca","soroca|balti|karakoram3|khaplu|shigar|skardu"
"c_sorok","barnaul|berdsk|chesnokovka|kalmanka|suzun"
"c_sortavala","haukivesi|heinola|idensalmi|joroinen|kangasniemi|kuopio|kyyvesi|mikkeli|olofsborg|pihlajavesi|puula|rautavaara|ristiina|savonranta"
"c_soso","banamba|kolokani"
"c_sosva","sosva|sukhorukova|belogorye|karymkary|landytuv|nazym|un_zhallor"
"c_souf","douz"
"c_sous","anti_atlas1|assa|beni_sabih|foum_zguid|igiliz|taghjijt|tamdoult|tata_MOR|tiout|tissint|tizounine"
"c_south_kordofan","barah|dilling|el_obeid|kadugli|kosa|nuba_sud|teqali|wadi_el_melik|waylula|zankor"
"c_soya","hidaka_mountains|hiroo|ishikari_mountains|kasai|katou|minamikamikawa|minaminakagawa|tokachi|toubui"
"c_speyer","speyer|heidelberg|weissenburg|pirmasens"
"c_spis","bardejov|gonc|kosice|levoca|lubica|presov|turna"
"c_spoleto","spoleto|assisi|narni|rieti|todi"
"c_spreewald","guben"
"c_sprottau","zagan|krosno_odrzanskie|sulechow|zary|aga"
"c_sran","kaimana"
"c_sravasti","gorakhpur|bansi|basti|binayakpur|kushinagar|lumbini"
"c_sredets","sredets|balkan_mountains4|dupnitsa|pirot|samokov|svoge|tsaribrod|velbuzd|zemlungrad|stipon"
"c_srihatta","khaliajuri|khaspur|patharkandi|rajnagar|shaharpara|sylhet"
"c_sriksetra","myede|taungdwingyi"
"c_sripatha","bayana"
"c_sripuri","ambagarh|bemetara|deori|dhamtari|durg|khairagarh|nandgram|raipur|rajim|sitanadi_hills|sripura|tilda"
"c_srirangapatna","manyapura|nandagiri"
"c_stade","stade"
"c_staffordshire","stafford|stoke|tamworth"
"c_starodub","palekh|rozhdestveno|starodub_on_the_klyazma|mglin"
"c_stendal","stendal|gardelegen"
"c_stettin","stettin|goleniow|kamien|nowogard|ueckermunde|pyrzyce"
"c_stezycka","stezyca|lukow"
"c_sthanisvara","saharanpur|sirhind|samana|sadhaura"
"c_stoenesti","bacau|hangu_romania|piatra_lui_craciun|roman|targu_neamt|targu_trotus"
"c_stoyanka","den_terek|khemchik|tannu_ola_mountains1|ulug|usun|western_sayan_mountains"
"c_strassburg","haguenau"
"c_strathearn","strathearn|stirling|clackmannan"
"c_strumica","strumica|shtip|prosek"
"c_stung_treng","stung_treng|banlung|doh_kromum|lumphat|preah_ko"
"c_suakin","suakin|aydhab|badi|deraheib|east_nubian_desert|horn_desert_corridor1|horn_desert_corridor2|horn_desert_corridor3|south_eastern_desert"
"c_subay","al_abala|al_amlah|ash_shaqiqah|qalat_bishah|raghdan|ranyah"
"c_suceava","suceava|campulung_moldovenesc|putna|siret|storozhynets|vatra_dornei"
"c_sudurland","arnar_fjord|denmark_strait4|faxa_bay|north_eastern_atlantic15|north_eastern_atlantic16|north_eastern_atlantic18|north_eastern_atlantic20|norwegian_sea|norwegian_sea8|stokks_point|vestmanna_islands"
"c_suenik","kapan|goris"
"c_suffolk","bury|ipswich|lavenham|lowestoft"
"c_suining","suining|anyue|lezhi|pengxi|xiaoxi"
"c_suizhou","gaocheng_suizhou|meiqiu|suixian|tangcheng|yingshan|longquan|suide|dingrong|mizhi|qingjian"
"c_suizhou_1","sui|tangcheng|zaoyang|guanghua"
"c_sukhna","deir_ez_zor|ithriya|sukhnah|tabqah|taybah"
"c_sukhothai","sukhothai|mueng_bang_yom|nakhon_thai|song_khwae|sra_luang|sri_satchanalai"
"c_sullum","connector_egypt11|damanhur|kharibta|nitrian_desert|ramsis|rashid|tarrana|wadi_el_natrun"
"c_sum","erimo_cape|north_western_pacific6|shinodai_cape|shirepa_cape|shiriya_cape|tokachi_coast|uchiura_bay"
"c_sumadija","belgrad|rudnik|smederevo|krusevac|prokuplje"
"c_sumdo","amtogor|amtogor_lake|karakoram2|karakoram4|kunlun1|longmu_lake|murgo|raskam|sanju|zarafshan"
"c_sundgau","mulhouse|ferrette"
"c_sungqu","dazhasi|fuzhou_songpan|gurkyang|heishui|hongyuan|maerkang|muge|qiongxi|rinpung|songzhou_songpan"
"c_suo","yoshiki|tsuno|kumage|kuga"
"c_suondavara","gellivaara|jokkmokk|kvikkjock|porjus|sarek|socksjock|storavan|uddjaur"
"c_suriya","deir_ez_zor|ithriya|sukhnah|tabqah|taybah"
"c_surparaka","chaul"
"c_surrah","al_mardamah|al_maslum|al_quway|ar_rayn|halaban|rawdat_al_ard"
"c_surrey","guildford|reigate|woking|kingston"
"c_suruga","abe|fuji|ihara|mount_fuji|shida|suntou"
"c_sussex","chichester|hastings|lewes|shoreham|arun"
"c_sutherland","ben_klibreck|dornoch|durness|thurso|tongue"
"c_sutkend","artyk_ata|kyr_uzkand|kyzylkum_desert|mardankuyik|otrar|sutkent|vpadina_ayakalytma_lake|zemukh|zhaushikumtobe"
"c_suvarnagram","atiya|belabo|kapasia|muktagacha|mymensingh|tarakanda"
"c_suvarnapura","balangir|belkhandi|bissam_cuttack|eastern_ghats_kalahandi|eastern_ghats_south_odisha|gunupur|jajjaldeypur|kalahandinagara|kasipur|khariar|kotagad|kotpad|malkangiri|nandapur|nilakamberu|nowrangapur|patna_garjat|raighar|rayagada|saintala"
"c_suyab","balasagun|dzhul|harandzuvan|kysmyci|nuzket|sargau|soltobe"
"c_suzdal","suzdal|gavrilovskoye|ilyinskoye_khovanskoye|yuryev_polsky|ivanovo"
"c_suzhou","suzhou|changshu|chongming|jiading|kunshan|wujiang|wuxian|yangcheng_lake|linhuan"
"c_suzhou_2","suzhou|changshu"
"c_svaneti","kasriskari"
"c_swetaka_mandala","rayagada"
"c_syrrusafa","deir_ez_zor|ithriya|sukhnah|tabqah|taybah"
"c_syrte","al_jawf|awjila|calansho_desert|coastal_libyan_desert2|coastal_libyan_desert3|connector_libya10|connector_libya11|connector_libya12|connector_libya13|connector_libya15|connector_libya3|connector_libya6|maradah|tazirbu|zella"
"c_sysma","sysma"
"c_szabolcs","szabolcs|hajduszoboszlo|nagyboszormeny|nagykallo|varda"
"c_szatmar","szatmar|baia_mare|carei|nagyecsed|syvlyush|crasna|hodod|zalau"
"c_szekelyfold","chezdi_osorheiu|covasna|cristuru_secuiesc|eastern_carpathians5|eastern_carpathians5b|eastern_carpathians6|eastern_carpathians6c|eastern_carpathians7|eastern_carpathians8|gheorgheni|gurghiu|miercurea_cluc|odorhei|sfantu_gheorghe|targu_mures"
"c_szekesfehervar","kalocsa"
"c_szerem","ilok"
"c_tabary","alapayevsk|baykalovo|irbit|sankina|tabory|turinsk|verkhnyaya_sinyachikha"
"c_tabassa","madila"
"c_tabla_butii","braila|bukov|buzau|eastern_carpathians9|parscov|ramnicu_sarat|valenii_de_munte|viziru"
"c_tabon","tabon"
"c_tabriz","tabriz|heris|maragheh|qaradagh_mountains3|qaradagh_mountains4|sarab|tufarqan|ujan|marand|ahar"
"c_tabuk","al_khanbarah|al_muazzam|al_ukhaydir|bajdah|bir_ibn_hermas|dhat_al_hajj|tabuk_arabia"
"c_tadjoura","tadjoura|assab"
"c_tadla","tadla|azilal|bzou|demnate|eastern_high_atlas2|high_atlas1|kalaat_sraghna|khenifra|south_middle_atlas1"
"c_tadmekka","tadmekka"
"c_taeju","sukju"
"c_tagadur","srirangam"
"c_tagali","al_jeblien|ed_debba|el_metemma|korti|omdurman|shemkhiya"
"c_tagant","aoudaghost|erg_aoukar|sahel_corridor02|sahel_corridor04|sahel_corridor05|sahel_corridor06|south_el_djouf|south_erg_amatlich|tichit|tidjikja"
"c_taghaza","taghaza|araouane|east_el_djouf|sahel_corridor09|sahel_corridor10|sahel_corridor11|sahel_corridor24|tanezrouft|taoudenni"
"c_tagul","bolshoy_kosogol|kortuz|nazarovo|novosyolovo|tatarskaya_tesyu|uzhur"
"c_tahert","tahert"
"c_tahoua","tahoua|abalak|birni_ader|deoule|garadoume|kalfou|south_talak"
"c_taif","taif|al_hadhah|al_kharabah|al_mahani|as_suwayriqiyah|bani_saad|sufaynah|umm_al_ghiran"
"c_taiyuan","jiaocheng|luchuan|pingjin|qixian_taiyuan|taihangshan2|wenshui|xugou|yangqu|shouyang|leping"
"c_taizhou","taizhou|huangyan|linhai|ninghai|tiantai|wenling|xianju|xianzhu|lean|chengshan|fushan_muping|muping|rushan|weihai|wendeng"
"c_taizhou_1","taizhou|hailing|rugao|jinghai"
"c_taizz","taizz|al_mandab|al_mukha|haraz_mountains3|hays|mawza|lawdar"
"c_tajima","futakata|keta_tajima|yabu|keta"
"c_takkeda","marandet|aderbissinat|ollelewa"
"c_takon","wuntho|htigyaing|katha|myedu"
"c_takrit","al_anbar|ar_rabb|hit|lake_habbaniyah|samarra|tharthar|tikrit|ukbara"
"c_takrur","agnam_civol|golere|podor|salde|silla|sioure|walalde|awlil"
"c_talakad","seringapatam"
"c_talava","valmiera|rauna"
"c_talish","astara|bandar_e_anzali|dulab|elburz_mountains1|elburz_mountains2|elburz_mountains3|lankaran"
"c_tall_basma","bara_iraq|barqaid|cizre|eruh|midyat|nusaybin|sirnak"
"c_tall_hamid","ayas"
"c_tamasna","anfa|azemmour|bejaad|mrirah|rabat|settat|tegeget|thagia|mazaghan"
"c_tambov","tambov|bondari|kirsanov|mordovo|morsha|rasskazovo|sasovo|staroyuryevo|uvarovo|zherdevka"
"c_tamentit","araouane|east_el_djouf|sahel_corridor09|sahel_corridor10|sahel_corridor11|sahel_corridor24|taghaza|tanezrouft|taoudenni"
"c_tamiso","bissagos|boke|iles_de_los|rio_grande|rio_nunez|rio_pongo"
"c_tamna","tamna|seongwi"
"c_tamralipti","east_sundarban|husaynabad|jaynagar|khulna|kulpi|west_sundarban"
"c_tana","tana|kalmius|kamenskaya|krasny_sulin|rovenky|shakhty|taganrog"
"c_tanas","al_khadra_ALG|chlef|ksar_el_kaoua|mazouna|miliana|western_tablate_mountain|yellel"
"c_tanba","funai|hikami|ikaruga|kuwada"
"c_tanga","tanga|vumba_kuu"
"c_tangiers","tangier"
"c_tango","kasa|onyuu|yosa"
"c_tangzhou","biyang|fangcheng|tongbai"
"c_tanyang","xuzhou|tongdao"
"c_tanzhou","changsha|anhua_anhua|dongping|ningxiang|qiaokou|xiangyin|yiyang_changsha|xiangtan|liuyang|xiangxiang|loudi|lukou|yongfeng_xiangxiang|hengshan"
"c_tanzhou_2","miyun|huairou|xingtang"
"c_tao","artanuji|ispir|kars_mountains_1|khikhani|oltu|panaskerti|parkhali|savsat|tortum|yalnizcam_mountains"
"c_tapsa","den_terek|khemchik|tannu_ola_mountains1|ulug|usun|western_sayan_mountains"
"c_tara","tara|muromtsevo|shish|ust_ishim|znamenskoye"
"c_taradavadi","athani|aundh|jath|karad|kolhapur|miraj|pratapgarh|satara|western_ghats_karad|western_ghats_purandar|western_ghats_satara"
"c_tarayka","datta|deren|kema|koppi|lake_kizi|samarginka|tumzhdin"
"c_taraz","chatyr_kol_lake|cholok_kaiyn|chon_naryn|jumgal|ketmen_tobe|koshoy_korgon|naryn|song_kul_lake|tian_shan11|tian_shan12|tian_shan13|tian_shan8|tian_shan9"
"c_targu_jiu","targu_jiu"
"c_targyl","almaty|balkhash_lake|boyauli|karakastek|karamergen|kargaly|kurty|saryesik_atyrau_desert|shengeldy|sorbulaq_lake|talkhir|taukum_desert|tian_shan10"
"c_tarnowska","tarnow"
"c_tarragona","tarragona|tortosa"
"c_tarsos","candir_cil|corycus|molevon|tarsus"
"c_tartas_SIB","tartas"
"c_tarvagatai","tarvagatai"
"c_taskyl","kolchugino|mariinsk|siberian_wasteland_14|verkh_chebula|verkhotomsk"
"c_tavan_bogd","achit_nuur|altay_mountains|haerhhana|huysiyn|khovd|khurgan|lake_achit|lake_dayan|lake_durgun|lake_khar|lake_khar_us|lake_khoton|lake_khurgan|lake_markakol|lake_tolbo|mongol_altay|tahiltyn_khotgot|tsagaan_usun"
"c_tavasts","forssa|hollola|itis|jaasjarvi|jamsa|janakkala|jyvaskyla|laukas|lohja|paijanne|saarijarvi|sysma|tavastehus|viitasaari"
"c_taveta","east_ongamo|machame|taita|tiva|west_ongamo"
"c_tawang","tawang"
"c_tayma","tayma"
"c_taza","taza"
"c_tbilisi","tbilisi|dmanisi|rustavi"
"c_tecklenburg","tecklenburg|meppen|bentheim"
"c_tekar","arkat|kaynar_atbai|sarybulak|takhir|zhanaarka"
"c_teke","teke"
"c_telemark","grenland"
"c_telmen","telmen"
"c_temes","caransebes|lugoj|mihalt|recas|timisoara"
"c_temne","banana_islands|bunce_island|port_loko|scarcies|shenge|yonibana"
"c_tengerge","atanuul|atas_bogd|bodonch|bulgan|burqin|chinggil|jeminay|kara_irtysh|lake_jili|lake_ulungur|ulungur"
"c_tengger","alxa|bagh|bayankhot|bayannurhong|tengger_desert|ulan_buh_desert|urad"
"c_tengiz","tengiz|kon_tengiz|kulanotpes|sonaly|tengiz_lake"
"c_tengzhou","shagou|tengdong|tengxian|weishan_lake|yizhou_tengzhou|zouxian|tanjin|rongcheng|cenxi"
"c_teniz","dandybay|karabay|kurgaldzhin_lake|smai_samkai|tagatay|yegindybulak"
"c_ter","kantalahti|kashkarantsy|lake_imandra|lake_kanozero|lake_kolozero|lake_kolvitskoye|lake_sergozero|olenitsa|pyalitsa|raivke|tetrino|umba|varzuga"
"c_teramo","teramo|atri"
"c_terebovl","horodok"
"c_terek_pass","terek|kamysh_burun|kara_bazaar|kurskaya|naurskaya|terekli_mekteb"
"c_terekli","aitbulat|aqkol_lake|aral_karakum_desert|arys_lake|belen_ana|bolgan_ana|hunger_steppe|karakoyin_lake|shalkarteniz_lake|talmas_ata"
"c_terektai","altayskoye|biysk|mayma|onguday|smolenskoye|teletskoye|ust_koksa"
"c_teruel","teruel|albarracin|alfambra|mora_de_rubielos"
"c_tesiin_gol","bayan"
"c_tessalit","araouane|east_el_djouf|sahel_corridor09|sahel_corridor10|sahel_corridor11|sahel_corridor24|taghaza|tanezrouft|taoudenni"
"c_teviotdale","berwick|duns|roxburgh|selkirk"
"c_tewo","tewo"
"c_tezu","htamanthi|mangin_range1|mangin_range2|phakant|tamu|thaungdut|tizu|zalon_taung"
"c_thalabiya","zubala|al_ijarah|al_labbah|al_thulayma|al_waqbi|linah|lowqah"
"c_thaldat","amtogor|amtogor_lake|karakoram2|karakoram4|kunlun1|longmu_lake|murgo|raskam|sanju|zarafshan"
"c_thalner","thalner"
"c_thanbyuzayat","ye"
"c_thang_long","thang_long|tam_dai|thai_binh|thien_quan"
"c_thaton","thaton|donwun|kyaukkyi|papun|sittaung|mawlamyine"
"c_theodosiopolis","aladag_mountains|hasankale|hinis|karagol_mountains|karakilise|karasu_aras_mountains|malazgirt|tekman|tutak|varto"
"c_thessalia","larissa|servia"
"c_thessaliotis","trikala|grevena"
"c_thessalonika","thessaloniki"
"c_thiers","thiers"
"c_thomond","limerick|adare|castleconnell|dingle|killmallock|tralee|nenagh|roscrea"
"c_thouars","thouars|parthenay|fontenay"
"c_thyatira","akhisar|demirci|foca|gordes|kula|lake_marmara|manisa"
"c_tiande","aerzhai|ordos|otog|tongwancheng"
"c_tianzhou","tianzhou|baise|laian_tianzhou|sienzhou|tangxing|hengshan"
"c_tib","abdanan|al_tib|arkvaz|bakusaya|dehloran|meymeh|wasit"
"c_tiberias","baniyas"
"c_tibesti","ain_galaka|ounianga|qatrun|rabyanah|sahel_corridor03|sahel_corridor13|sahel_corridor15|sahel_corridor16|sahel_corridor17|sahel_corridor18|sahel_corridor19|sherda|tekro|zouar"
"c_tichitt","aoudaghost|erg_aoukar|sahel_corridor02|sahel_corridor04|sahel_corridor05|sahel_corridor06|south_el_djouf|south_erg_amatlich|tichit|tidjikja"
"c_tigheci","cahul"
"c_tigre","abiy_addi|adwa|axum|shire"
"c_tihama","hali|adham|al_qunfudhah|al_shuqayq|al_sirrayn|bariq|dhi_ain|muhayil|rijal_almaa"
"c_tihamat-al-yamani","al_hirda|hajjah|harad_asir|haraz_mountains1|khamir|shaharah"
"c_tikhvin","tikhvin|borovichi|pikalyovo"
"c_timbi","kula"
"c_tindouf","tindouf"
"c_tingzhou","changting|liancheng|mingxi|ninghua_tingzhou|qingliu|shanghang|wuping|yongding_shanghang|ninghua"
"c_tinmallal","naffis"
"c_tirakka","kabara|timbuktu|goundam|gourma_rharous|sahel_corridor25|tindirma"
"c_tiris","al_kuwayra|aousserd|bojador|dakhla|el_djouf1|el_djouf3|sahel_corridor07|sahel_corridor34"
"c_tiruvannamalai","tiruvannamalai|jinji"
"c_tivoli","tivoli|velletri|terracina"
"c_tlemcen","tlemcen|madinat_alawiyyin|mascara|saida|tessala"
"c_tmutarakan","akhtar|bryukhovetskaya|bzhedygu_kal|kalininskaya|pavlovskaya|romanovsky_khutor|tbilisskaya|ust_labinsk"
"c_tobol","bolshoy_uvat|tavdinsky_sloboda|tobolsk|vagay|vikulovo|yurginskoye"
"c_tobruk","tobruk"
"c_todo","notse|atakpame|dassa_zoume|sabe|savalou"
"c_togotai","aksumbe|gulshara|kyzylkorgan|moiynkum_desert|ran|sozak|tasty"
"c_tokisara","higashiokitama|kitamogami|minamimogami|nishiokitama"
"c_toksun","toksun"
"c_tokumbay","espe|kusak|tokrau|zhamankul"
"c_toledo","toledo|guadalupe|illescas|los_yebenes|navalucillos|puebla_de_montalban|puente_arzobispo|talavera_de_la_reina|maqueda"
"c_tolna","tolna|simontornya"
"c_toma","macenta"
"c_tomorbulag","sangiin_dalai"
"c_tomsk","tomsk|ket|melnikovo|molchanovo|pervomayskoye"
"c_tongcheng","badain_jarain_desert1|badain_jarain_desert2|banzart_khairkhan|juyan_sea|khara_khoto|naraan_chilaun|noyon_uul|zag_suujiyn_gobi"
"c_tongchuan","qixian_tongchuan|shehong|yanting|zhongjiang|tongshan"
"c_tonghai","tonghai|xie|shiping|jianshui"
"c_tongzhou","tongzhou|haimen|jinghai_tongzhou|juegang|heyang|fucheng"
"c_tongzhou_1","tongzhou|dongxiang"
"c_tonnerrois","tonnerre"
"c_torangy_kul","achit_nuur|altay_mountains|haerhhana|huysiyn|khovd|khurgan|lake_achit|lake_dayan|lake_durgun|lake_khar|lake_khar_us|lake_khoton|lake_khurgan|lake_markakol|lake_tolbo|mongol_altay|tahiltyn_khotgot|tsagaan_usun"
"c_torda","baia_de_aries|cluj|huedin|inner_carpathians|reghin|turda"
"c_torema","barnaul|berdsk|chesnokovka|kalmanka|suzun"
"c_torne","alvsby|bodebyn|branna|bygdea|byske|gratesk|hienatiemi|kiemi|kittila|lulea|pajala|pitea|ranea|rovaniemi|skelleftea|tornea|umea|vindeln"
"c_toro","toro"
"c_toropets","toropets|andreapol|bibirevo|dubrovna|ilyino|lake_dvinye|lake_zhizhitskoye|nizhelskoe|zhizhets"
"c_tortoli","tortoli"
"c_tortona","tortona|voghera"
"c_torun","torun"
"c_tosa","tosa|agawa|aki_shikoku|hata|ishizuchi_mountains|kami_shikoku|nagaoka|takaoka|kami|aki|geiyo_islands_wastelands|saeki|takata|toyota|yamagata"
"c_totma","totma|gorodishna|kunozh|ledengskoye|nyuksenitsa|tarnogsky_gorodok|ust_kuloy|vekshenga"
"c_totomi","toyoda|fuchi"
"c_touat","bechar|beni_sabih_tabelbala_corridor|el_djouf5|el_eglab_masif1|el_eglab_masif2|figuig|grand_erg_occidental|igli|ksar_es_souk_bechar_corridor|sahel_corridor08|tabelbala|tabelbala_charouine_corridor|tabelbala_taghaza_corridor1|tabelbala_taghaza_corridor2|taghit"
"c_toulouse","toulouse|pamiers"
"c_toungoo","lewe|nwamethin|pyinmana|taungoo|thandaunggyi"
"c_tourraine","tours|loches"
"c_tovkhon","baidrag|biger|boontsagaan|khalzan_shireg|khangain_mountains|khangal|khasagt_khairkhan|lake_boontsagaan|lake_orog|naran|orog|tuin"
"c_trakai","trakai|lazdijai|merkine|onushkis|kaunas|alytus|punia|vilkaviskis"
"c_trandam","damzhung"
"c_trandheim","nidaros"
"c_travunia","trebinje|onogost"
"c_trebizond","trebizond|east_pontus_mountains_1|east_pontus_mountains_2|east_pontus_mountains_3|gorele|gumushane|khupati|rize|surmene"
"c_trenscen","liptovsky_mikulas|oravsky_podzamok|povazska_bystrica|trencin|turciansky_svaty_martin|western_carpathians1|western_carpathians2|zilina"
"c_trent","trento|bolzano|riva"
"c_treviso","treviso|vicenza|bassano|schio"
"c_tribandapura","sunam"
"c_trier","trier"
"c_trigarta","jalandhar|rahon|pathankot|kahlur"
"c_trikuta","chandor|dang|dharampur|forest_of_dang|jawhar|mayuragiri|nasik|salagiri|sinnar|western_ghats_bombay"
"c_trincomalee","trincomalee"
"c_tripoli","tripoli"
"c_tripolitana","tripoli"
"c_tripuri","mandla|banjar|banua_lawas|martapura|muara_bahan|nagara_borneo|pelaihari|tanjungpuri"
"c_trongsa","trongsa|zhemgang"
"c_troyes","troyes|joinville|bar_sur_aube"
"c_tsambagarau","achit_nuur|altay_mountains|haerhhana|huysiyn|khovd|khurgan|lake_achit|lake_dayan|lake_durgun|lake_khar|lake_khar_us|lake_khoton|lake_khurgan|lake_markakol|lake_tolbo|mongol_altay|tahiltyn_khotgot|tsagaan_usun"
"c_tsaparang","tsaparang"
"c_tseel","baidrag|biger|boontsagaan|khalzan_shireg|khangain_mountains|khangal|khasagt_khairkhan|lake_boontsagaan|lake_orog|naran|orog|tuin"
"c_tselym_dalyn","andreyevskoye|ess|konda|leushinskiy_tuman|malaya_sosva|siberian_wasteland_5|siberian_wasteland_7|syrkovoye|tuman|tursunskiy_tuman|yevra"
"c_tsugaru","hanawa|hiraka_aomori|inaka|kamikita|kazuno|lake_ogawara|lake_towada|nukanobu|shimokita"
"c_tsushima","kamiagata|shimoagata"
"c_tudela","tudela|tarazona|olite"
"c_tudgha","boumalne_dades|eastern_anti_atlas|eastern_high_atlas1|er_rich|ksar_es_souk|sijilmasa|tazzarine|todgha"
"c_tula","tula|mante|pantlan|ypoa|yelets|gogol|talitsa_yelets|terbuny|ust_livny|zemlyansk|pronsk|dubok|karniki|knyazhoye|mikhaylov|ryazhsk|skopin"
"c_tuluchezeva","bondari|kirsanov|mordovo|morsha|rasskazovo|sasovo|staroyuryevo|tambov|uvarovo|zherdevka"
"c_tulun","altay_forest_wasteland_3|biryusa|dzerzhinskoye|ilansky|kansk|krasnoyarsk|yemelyanovo"
"c_tumak","binder|bongor|doba|goundi|lame"
"c_tumar","ardatov|azeevo|kadom|kasimov|tuma"
"c_tummana","tummana|amarkantak"
"c_tun","tun"
"c_tunis","tunis|el_fahs|hammamet|kelibia|nabeul|zaghouan"
"c_tunka","balyktyg|buren_khem|busiyn|eastern_sayan_mountains2|kaa|lake_dood_tsagaan|tannu_ola_mountains2"
"c_turan","awaran|jhao|khuzdar|mashkai|nal|surab"
"c_turgay","turgay|aybas|ayrkol_lake|kabyrga|karaturgay|zhaldama"
"c_turin","turin|chieri"
"c_turnovo","cherven"
"c_turov","turov|davyd_haradok|dubrovytsia|hlynne|stolin"
"c_turuberan","varto"
"c_tus","tus"
"c_tustar","andimeshk|dezful|masjed_soleyman|shush|shushtar|somaleh"
"c_tuulain","buha|caka|caka_lake|chabcha|dulan|dungkar_amdo|guolimu|kunlun5|qardam|qilianshan4|qinghai_lake|sanjiaocheng"
"c_tver","tver|brody_tver|dubna|klin|vertyazin|kashin|kalyazin|kesova_gora|kimra"
"c_tyendugu","bouake|daloa|daoukro|ngokro|seguela"
"c_tyumen","turinsk|alapayevsk|baykalovo|irbit|sankina|tabory|verkhnyaya_sinyachikha"
"c_ubins","kargat"
"c_ubmejeiednuo","uddjaur"
"c_ubon_ratchathani","kham_muang|khon_kaen|muang_khemarat|mueng_fa_daet|roi_et|yasothon"
"c_ubulla","abadan|abdas|al_madar|al_qatr|basra|suq_al_shuyukh|zuwayr"
"c_uch","uch|derawar"
"c_uch_katyn","arkat|kaynar_atbai|sarybulak|takhir|zhanaarka"
